filename,average_score,score_std,number_atoms,min_max_label,percentile_label,threshold_label,percentile_label_10_90,percentile_label_20_80,percentile_label_30_70,percentile_label_40_60,cut_P10,cut_P20,cut_P30,cut_P40,cut_P50,cut_P60,cut_P70,cut_P80,cut_P90
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/1LRI-filtered_graphs.npy,0.8888251280784607,0.0651520518668984,71,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/2RH1-filtered_graphs.npy,0.831122887134552,0.0789598776017856,53,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,PseudoPositive,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/3NY9-filtered_graphs.npy,0.9577220892906187,0.0281184415573849,52,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/3NYA-filtered_graphs.npy,0.9596696841716766,0.020735485099968,49,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4BOE-filtered_graphs.npy,0.4106355902552605,0.101164930416792,124,PseudoNegative,StrongNegative,Negative,StrongNegative,StrongNegative,StrongNegative,StrongNegative,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4OR2-filtered_graphs.npy,0.8734824097156525,0.0778224554892976,40,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4XNU-filtered_graphs.npy,0.8996002280712128,0.0376699727604967,41,PseudoPositive,StrongPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4XNV-filtered_graphs.npy,0.9542348277568816,0.025561465666322,39,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4XPF-filtered_graphs.npy,0.8671821117401123,0.0720938614113246,44,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,StrongPositive,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4XPH-filtered_graphs.npy,0.7565186882019043,0.1114109736983574,43,PseudoPositive,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,StrongNegative,0.4632315941005945,0.6176248209550976,0.6967740123271942,0.7642213162183762,0.8081701606512071,0.8462506659030914,0.8694768815040588,0.9035446424484253,0.9499510518312454
