filename,average_score,number_atoms,label
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/4HQJ-filtered_graphs.npy,0.9320131158828736,29,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/4RET-filtered_graphs.npy,0.3643639880418777,55,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/5OQT-filtered_graphs.npy,0.777968977689743,51,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/5SY1-filtered_graphs.npy,0.9796688747406006,34,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/5WB2-filtered_graphs.npy,0.9400783109664916,38,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6AWN-filtered_graphs.npy,0.9519256484508516,22,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6AWO-filtered_graphs.npy,0.9084364295005798,21,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6AWQ-filtered_graphs.npy,0.9084240555763244,21,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6JXK-filtered_graphs.npy,0.9130045342445372,45,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6L47-filtered_graphs.npy,0.2209088811278343,95,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6NBH-filtered_graphs.npy,0.9428933262825012,23,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6QEX-filtered_graphs.npy,0.8850405412912369,25,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6V35-filtered_graphs.npy,0.946833679676056,36,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6VUM-filtered_graphs.npy,0.9422394967079164,19,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/6W5V-filtered_graphs.npy,0.8260172605514526,65,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7A65-filtered_graphs.npy,0.7968735951185226,30,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7A6C-filtered_graphs.npy,0.9734611594676972,22,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7A6E-filtered_graphs.npy,0.8974857568740845,30,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7A6F-filtered_graphs.npy,0.8249548578262329,24,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7CA3-filtered_graphs.npy,0.7825142589211463,20,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7CUM-filtered_graphs.npy,0.7552475547790527,30,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7D92-filtered_graphs.npy,0.9572599351406096,36,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7D93-filtered_graphs.npy,0.5545883280038834,58,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7D94-filtered_graphs.npy,0.7265159046649933,55,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7DDF-filtered_graphs.npy,0.6914059674739838,59,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7DDI-filtered_graphs.npy,0.5643393194675446,56,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7DDK-filtered_graphs.npy,0.7082295435667038,58,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7KY5-filtered_graphs.npy,0.8800670371192973,5,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7KY8-filtered_graphs.npy,0.2829502077400684,52,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7KYA-filtered_graphs.npy,0.9550504791736604,18,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7N4V-filtered_graphs.npy,0.8794320893287658,29,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7NIW-filtered_graphs.npy,0.8888283967971802,31,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7QTV-filtered_graphs.npy,0.1615404735505581,56,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7RM5-filtered_graphs.npy,0.910769008398056,41,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7RR9-filtered_graphs.npy,0.94402925491333,34,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7SK3-filtered_graphs.npy,0.8595482051372528,54,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7WYS-filtered_graphs.npy,0.6860743415355682,57,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7WYY-filtered_graphs.npy,0.8631124150753021,45,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/7Y46-filtered_graphs.npy,0.5794004368782043,50,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8DPG-filtered_graphs.npy,0.0096416584518738,90,TrueNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8JD1-filtered_graphs.npy,0.9429074478149414,34,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8JD5-filtered_graphs.npy,0.9786632072925568,46,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8KDF-filtered_graphs.npy,0.9006344950199128,40,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8KDH-filtered_graphs.npy,0.30604746773839,55,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8SRH-filtered_graphs.npy,0.259220997095108,77,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8SRK-filtered_graphs.npy,0.4838094222545623,60,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8SZG-filtered_graphs.npy,0.8320306214690208,24,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8SZI-filtered_graphs.npy,0.6717605423927308,24,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8V81-filtered_graphs.npy,0.8263254308700562,25,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9AXF-filtered_graphs.npy,0.9371429455280303,22,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9B36-filtered_graphs.npy,0.7518411421775818,33,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9B37-filtered_graphs.npy,0.757196923494339,35,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9C3E-filtered_graphs.npy,0.5532920289039612,55,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9DMG-filtered_graphs.npy,0.1232333175837993,52,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9DMT-filtered_graphs.npy,0.5506864660978317,54,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9DXS-filtered_graphs.npy,0.972158488035202,36,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9II3-filtered_graphs.npy,0.991875524520874,26,TruePositive
