sample_name,ensemble_prob_mean,num_models_used
4HQJ-filtered_combined_matrix,0.835960886997299,50
4RET-filtered_combined_matrix,0.2006788013185828,50
5OQT-filtered_combined_matrix,0.31818713462842446,50
5SY1-filtered_combined_matrix,0.8666403725915379,50
5WB2-filtered_combined_matrix,0.8575786772110087,50
6AWN-filtered_combined_matrix,0.6847148185309232,50
6AWO-filtered_combined_matrix,0.641191415785076,50
6AWQ-filtered_combined_matrix,0.6411798886562035,50
6JXK-filtered_combined_matrix,0.7947550114886861,50
6L47-filtered_combined_matrix,0.005417781074941994,50
6NBH-filtered_combined_matrix,0.8388053984123849,50
6QEX-filtered_combined_matrix,0.8164538678669359,50
6V35-filtered_combined_matrix,0.7033752534305564,50
6VUM-filtered_combined_matrix,0.6770283905570846,50
6W5V-filtered_combined_matrix,0.3189329084363901,50
7A65-filtered_combined_matrix,0.8298332134051187,50
7A6C-filtered_combined_matrix,0.7870149469526561,50
7A6E-filtered_combined_matrix,0.8178755744385224,50
7A6F-filtered_combined_matrix,0.8257956496108434,50
7CA3-filtered_combined_matrix,0.701780337765459,50
7CUM-filtered_combined_matrix,0.7180286324865486,50
7D92-filtered_combined_matrix,0.8429132693095056,50
7D93-filtered_combined_matrix,0.18622325837631543,50
7D94-filtered_combined_matrix,0.2959535025413473,50
7DDF-filtered_combined_matrix,0.1896376319470785,50
7DDI-filtered_combined_matrix,0.2635851350982036,50
7DDK-filtered_combined_matrix,0.20948809464605248,50
7KY5-filtered_combined_matrix,0.5293902377284361,50
7KY8-filtered_combined_matrix,0.4082508484471052,50
7KYA-filtered_combined_matrix,0.7402020750378326,50
7N4V-filtered_combined_matrix,0.8224135322147876,50
7NIW-filtered_combined_matrix,0.813290412614165,50
7QTV-filtered_combined_matrix,0.1645626897193198,50
7RM5-filtered_combined_matrix,0.5280798823777875,50
7RR9-filtered_combined_matrix,0.8230644255213703,50
7SK3-filtered_combined_matrix,0.49746087720310206,50
7WYS-filtered_combined_matrix,0.22908749617496396,50
7WYY-filtered_combined_matrix,0.689926033541961,50
7Y46-filtered_combined_matrix,0.44522616853606584,50
8DPG-filtered_combined_matrix,0.004672203781485509,50
8JD1-filtered_combined_matrix,0.8172168684823587,50
8JD5-filtered_combined_matrix,0.721031803604079,50
8KDF-filtered_combined_matrix,0.841543235411245,50
8KDH-filtered_combined_matrix,0.4655182172370742,50
8SRH-filtered_combined_matrix,0.1345260536768659,50
8SRK-filtered_combined_matrix,0.614664948935386,50
8SZG-filtered_combined_matrix,0.8279334018770308,50
8SZI-filtered_combined_matrix,0.835601020718615,50
8V81-filtered_combined_matrix,0.7630571763189036,50
9AXF-filtered_combined_matrix,0.6738435542474966,50
9B36-filtered_combined_matrix,0.7508725787818892,50
9B37-filtered_combined_matrix,0.7176191053792812,50
9C3E-filtered_combined_matrix,0.6238090030565013,50
9DMG-filtered_combined_matrix,0.3557830409518381,50
9DMT-filtered_combined_matrix,0.2527202446472968,50
9DXS-filtered_combined_matrix,0.6875696143699066,50
9II3-filtered_combined_matrix,0.8254364183352806,50
