filename,average_score,number_atoms
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/1N83-filtered_graphs.npy,0.4075307098031044,75
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/1ZHY-filtered_graphs.npy,0.8579963743686676,77
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/3AM6-filtered_graphs.npy,0.8193514347076416,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4NTJ-filtered_graphs.npy,0.946946667432785,32
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XP4-filtered_graphs.npy,0.7977865517139435,39
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XPB-filtered_graphs.npy,0.5895478314161301,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XPF-filtered_graphs.npy,0.8853285551071167,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XPG-filtered_graphs.npy,0.7901892268657684,47
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AVU-filtered_graphs.npy,0.8788709259033203,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AVX-filtered_graphs.npy,0.9067889261245727,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW0-filtered_graphs.npy,0.8788348770141602,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW1-filtered_graphs.npy,0.8786869418621063,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW4-filtered_graphs.npy,0.8361291718482972,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW7-filtered_graphs.npy,0.8356840300559998,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW8-filtered_graphs.npy,0.836548947095871,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5I74-filtered_graphs.npy,0.986614773273468,20
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5IUB-filtered_graphs.npy,0.88849072098732,46
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5K2C-filtered_graphs.npy,0.8317420005798339,39
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5MZP-filtered_graphs.npy,0.9069254565238952,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5OLV-filtered_graphs.npy,0.9123106551170349,43
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5TCX-filtered_graphs.npy,0.8841406285762787,45
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5XRA-filtered_graphs.npy,0.938177479505539,50
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6A93-filtered_graphs.npy,0.42513254046440124,38
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6AQF-filtered_graphs.npy,0.8897203993797302,47
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6DS0-filtered_graphs.npy,0.792328372001648,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6IDF-filtered_graphs.npy,0.8982332301139831,35
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6LW5-filtered_graphs.npy,0.9493232262134552,31
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6N4B-filtered_graphs.npy,0.8443817916512489,29
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6NF4-filtered_graphs.npy,0.5404671686887741,50
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6O3C-filtered_graphs.npy,0.9022745072841645,65
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6PB0-filtered_graphs.npy,0.9107297194004059,21
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6PRZ-filtered_graphs.npy,0.9502963435649872,53
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6PS0-filtered_graphs.npy,0.8980553090572357,53
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6PT2-filtered_graphs.npy,0.7211065363883972,43
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6RZ7-filtered_graphs.npy,0.8977077627182006,28
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6S7P-filtered_graphs.npy,0.7261358976364136,35
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6T4I-filtered_graphs.npy,0.9174601590633392,85
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6T9N-filtered_graphs.npy,0.8286064136028289,38
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6T9O-filtered_graphs.npy,0.8356091237068176,31
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6TPK-filtered_graphs.npy,0.43373077869415283,45
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6UCB-filtered_graphs.npy,0.13173343032598495,73
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6UD4-filtered_graphs.npy,0.3736379179358482,58
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6UY0-filtered_graphs.npy,0.8430029702186584,58
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6VI4-filtered_graphs.npy,0.8807933795452118,31
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6WH4-filtered_graphs.npy,0.681886441707611,23
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7BTS-filtered_graphs.npy,0.8534636533260346,26
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7BU7-filtered_graphs.npy,0.8186302328109741,28
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7CFN-filtered_graphs.npy,0.8446159619092941,28
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7DDL-filtered_graphs.npy,0.4919611555337906,56
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7DUQ-filtered_graphs.npy,0.5304508513212204,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7DW9-filtered_graphs.npy,0.5821894079446792,37
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7EKI-filtered_graphs.npy,0.9601798117160797,30
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7EVM-filtered_graphs.npy,0.4369600799679756,50
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7F16-filtered_graphs.npy,0.9031079018115997,23
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7F6G-filtered_graphs.npy,0.7435246604681015,39
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7LFT-filtered_graphs.npy,0.43482010066509247,65
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7LIA-filtered_graphs.npy,0.7520476996898651,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7LJC-filtered_graphs.npy,0.9568999171257019,36
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7LKP-filtered_graphs.npy,0.9873722505569458,9
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7M5Y-filtered_graphs.npy,0.9231582069396973,24
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7MFI-filtered_graphs.npy,0.6585395711660386,73
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7MIX-filtered_graphs.npy,0.7490277445316315,46
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7P00-filtered_graphs.npy,0.7724171376228333,55
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7PX4-filtered_graphs.npy,0.9090211760997772,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7PXE-filtered_graphs.npy,0.5630321449041367,32
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7PXG-filtered_graphs.npy,0.9037416124343872,30
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7SK8-filtered_graphs.npy,0.894184205532074,58
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7SL8-filtered_graphs.npy,0.8832008111476898,57
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7SVD-filtered_graphs.npy,0.8607265830039978,34
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7T2G-filtered_graphs.npy,0.7523767352104187,52
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7TY6-filtered_graphs.npy,0.6257699054479599,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7UHG-filtered_graphs.npy,0.9255694782733918,37
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7URA-filtered_graphs.npy,0.9400640416145325,30
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7UZQ-filtered_graphs.npy,0.0454987471178174,84
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7V07-filtered_graphs.npy,0.5844462770223617,35
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7V0K-filtered_graphs.npy,0.10183818057179451,43
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7V3Z-filtered_graphs.npy,0.768841004371643,53
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7VDH-filtered_graphs.npy,0.9438225483894348,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7VOE-filtered_graphs.npy,0.941575323343277,16
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7VR7-filtered_graphs.npy,0.676795055270195,43
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7VUY-filtered_graphs.npy,0.9225671982765198,34
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7VV5-filtered_graphs.npy,0.8624665427207947,42
