filename,average_score,score_std,number_atoms,min_max_label,percentile_label,threshold_label,percentile_label_10_90,percentile_label_20_80,percentile_label_30_70,percentile_label_40_60,cut_P10,cut_P20,cut_P30,cut_P40,cut_P50,cut_P60,cut_P70,cut_P80,cut_P90
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/4EIY-filtered_graphs.npy,0.8308636677265168,0.0620519404393301,42,PseudoPositive,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,PseudoNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/4NTJ-filtered_graphs.npy,0.983618905544281,0.0197204722561112,32,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/4RES-filtered_graphs.npy,0.6698723131418228,0.0747845558472312,59,PseudoNegative,PseudoNegative,Positive,PseudoNegative,PseudoNegative,StrongNegative,StrongNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/4XP1-filtered_graphs.npy,0.7397599178552627,0.1076657923308075,39,PseudoNegative,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,StrongNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/4XP4-filtered_graphs.npy,0.7309297555685044,0.0955323914881518,39,PseudoNegative,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,StrongNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/4XPG-filtered_graphs.npy,0.7846748107671737,0.0915985226261986,47,PseudoPositive,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,PseudoNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5AVW-filtered_graphs.npy,0.9611732530593872,0.0289229781224558,42,PseudoPositive,StrongPositive,Positive,PseudoPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5AW3-filtered_graphs.npy,0.967371151447296,0.0236368935586642,44,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5AW4-filtered_graphs.npy,0.9426764512062072,0.0409226540909823,41,PseudoPositive,StrongPositive,Positive,PseudoPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5AW6-filtered_graphs.npy,0.942691558599472,0.0409230440072535,41,PseudoPositive,StrongPositive,Positive,PseudoPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5AW9-filtered_graphs.npy,0.9515707993507384,0.0342778884289968,43,PseudoPositive,StrongPositive,Positive,PseudoPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5C1M-filtered_graphs.npy,0.7500534319877624,0.1019657400098797,52,PseudoPositive,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,StrongNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5D5A-filtered_graphs.npy,0.8942464506626129,0.0406490162858108,56,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5D6L-filtered_graphs.npy,0.8865887606143952,0.0605490282081951,54,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5I73-filtered_graphs.npy,0.98175590634346,0.0238343007350446,20,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5IU8-filtered_graphs.npy,0.8604214346408844,0.0529142570008291,45,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,PseudoPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5OLV-filtered_graphs.npy,0.886897565126419,0.0432822267650053,43,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5UPH-filtered_graphs.npy,0.0180520330462604,0.0224671392543345,120,StrongNegative,StrongNegative,Negative,StrongNegative,StrongNegative,StrongNegative,StrongNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/5VRA-filtered_graphs.npy,0.9178677213191986,0.0298707381021931,42,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6DRY-filtered_graphs.npy,0.8228386533260346,0.0745809628001157,43,PseudoPositive,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,PseudoNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6IYC-filtered_graphs.npy,0.7967083966732025,0.1096193171994733,32,PseudoPositive,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,PseudoNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6KUW-filtered_graphs.npy,0.982828608751297,0.0127910552548867,58,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6LW5-filtered_graphs.npy,0.9841098642349244,0.0127763682466706,31,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6M0Z-filtered_graphs.npy,0.7709009444713593,0.1083095593856498,37,PseudoPositive,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,PseudoNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6M3Z-filtered_graphs.npy,0.7266730946302414,0.0992769044854152,39,PseudoNegative,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,StrongNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6N4B-filtered_graphs.npy,0.9261881089210512,0.0584474797727038,29,PseudoPositive,StrongPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6OMM-filtered_graphs.npy,0.8977108776569367,0.0720937176513342,27,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6PB1-filtered_graphs.npy,0.9508049714565278,0.0424162573948968,33,PseudoPositive,StrongPositive,Positive,PseudoPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6PS5-filtered_graphs.npy,0.969972357749939,0.020426149042138,56,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6PT0-filtered_graphs.npy,0.8868110990524292,0.097513537876458,34,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6RZ7-filtered_graphs.npy,0.95824325799942,0.0519829432504738,28,PseudoPositive,StrongPositive,Positive,PseudoPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6RZ9-filtered_graphs.npy,0.9771662998199464,0.0307412416882742,26,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6S0Q-filtered_graphs.npy,0.933811970949173,0.0360132021165644,37,PseudoPositive,StrongPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6T4I-filtered_graphs.npy,0.7586756193637848,0.0970686322823007,85,PseudoPositive,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,StrongNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6T9N-filtered_graphs.npy,0.8837412691116333,0.0649479085297424,38,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,PseudoPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6UD8-filtered_graphs.npy,0.519536047577858,0.1298347612720904,52,PseudoNegative,StrongNegative,Positive,PseudoNegative,PseudoNegative,StrongNegative,StrongNegative,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp2/Test/Positive/6VI4-filtered_graphs.npy,0.9237915098667144,0.0815635342083849,31,PseudoPositive,StrongPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.4119725111499429,0.5079507430195809,0.6705435893535614,0.759493733406067,0.8403880667686463,0.8851851038932801,0.9045095673799515,0.9341730432510377,0.9641616356372833
