sample_name,ensemble_prob_mean,num_models_used
4HQJ-filtered_combined_matrix,0.9107284509655004,50
4RET-filtered_combined_matrix,0.5342631828275913,50
5OQT-filtered_combined_matrix,0.6310119886968335,50
5SY1-filtered_combined_matrix,0.9459692052617472,50
5WB2-filtered_combined_matrix,0.9414714548280368,50
6AWN-filtered_combined_matrix,0.804118629736456,50
6AWO-filtered_combined_matrix,0.769193793461088,50
6AWQ-filtered_combined_matrix,0.7691791348592624,50
6JXK-filtered_combined_matrix,0.8753801298557463,50
6L47-filtered_combined_matrix,0.032501890393794836,50
6NBH-filtered_combined_matrix,0.8967985072023155,50
6QEX-filtered_combined_matrix,0.9051938785460875,50
6V35-filtered_combined_matrix,0.9219253546753774,50
6VUM-filtered_combined_matrix,0.7746357080256181,50
6W5V-filtered_combined_matrix,0.6034162256182998,50
7A65-filtered_combined_matrix,0.9287763254173591,50
7A6C-filtered_combined_matrix,0.8647160423310406,50
7A6E-filtered_combined_matrix,0.9192263528019126,50
7A6F-filtered_combined_matrix,0.897704678319421,50
7CA3-filtered_combined_matrix,0.799482119101965,50
7CUM-filtered_combined_matrix,0.8716291754567601,50
7D92-filtered_combined_matrix,0.9464108776428777,50
7D93-filtered_combined_matrix,0.5028866745268699,50
7D94-filtered_combined_matrix,0.6285785389778878,50
7DDF-filtered_combined_matrix,0.5054313110795758,50
7DDI-filtered_combined_matrix,0.599247041872082,50
7DDK-filtered_combined_matrix,0.5472707588695974,50
7KY5-filtered_combined_matrix,0.5955494537415311,50
7KY8-filtered_combined_matrix,0.7185524182524264,50
7KYA-filtered_combined_matrix,0.811530000300677,50
7N4V-filtered_combined_matrix,0.891248311372193,50
7NIW-filtered_combined_matrix,0.8844268173628163,50
7QTV-filtered_combined_matrix,0.4526505063850222,50
7RM5-filtered_combined_matrix,0.7413130332831592,50
7RR9-filtered_combined_matrix,0.9080550870281799,50
7SK3-filtered_combined_matrix,0.8035376205798178,50
7WYS-filtered_combined_matrix,0.5499767111308609,50
7WYY-filtered_combined_matrix,0.859095698324374,50
7Y46-filtered_combined_matrix,0.7371579871452694,50
8DPG-filtered_combined_matrix,0.03441031707496421,50
8JD1-filtered_combined_matrix,0.8972423765828111,50
8JD5-filtered_combined_matrix,0.8478811440130326,50
8KDF-filtered_combined_matrix,0.9518431397983307,50
8KDH-filtered_combined_matrix,0.8408408794864961,50
8SRH-filtered_combined_matrix,0.3983134121021522,50
8SRK-filtered_combined_matrix,0.7999361460562654,50
8SZG-filtered_combined_matrix,0.9006199739159935,50
8SZI-filtered_combined_matrix,0.9074462437422561,50
8V81-filtered_combined_matrix,0.888253073675616,50
9AXF-filtered_combined_matrix,0.815042017659539,50
9B36-filtered_combined_matrix,0.8993970425161583,50
9B37-filtered_combined_matrix,0.8923573634250869,50
9C3E-filtered_combined_matrix,0.7919029658981028,50
9DMG-filtered_combined_matrix,0.689544393411888,50
9DMT-filtered_combined_matrix,0.6113435902998767,50
9DXS-filtered_combined_matrix,0.8164722167812054,50
9II3-filtered_combined_matrix,0.8851267851594932,50
